Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.38558578491211,35.25071281473011,26.768006081918546,28.908803575805525,855215656
2007-10-08,30.72766876220703,33.48012071257007,30.534513396740614,33.48012071257007,126671715
2007-10-09,32.82017517089844,33.10990603070133,29.085854182395227,30.743762670622203,116725709
2007-10-10,33.125999450683594,33.80204096867718,32.83626861907928,33.67327001215155,67931378
2007-10-11,36.828128814697266,38.63090483962656,32.83627042359523,38.63090483962656,106320954
2007-10-12,36.5866813659668,37.954858773820646,35.73358338493293,36.05550748089854,99410791
2007-10-15,37.06957244873047,37.56855748378243,36.74764830987459,37.34320884003308,41814972
2007-10-16,40.8521728515625,41.496025365960655,36.860315207092036,37.11785271975154,138614496
2007-10-17,44.03921890258789,45.069373184518156,34.15614719664163,36.69934835776089,204876259
2007-10-18,42.49399948120117,48.11157803502763,40.675128780773825,44.747468687558325,146617799
2007-10-19,42.34912109375,44.0714156737166,40.24051589844295,41.52821212774516,110266491
2007-10-22,41.78575897216797,43.08954981313224,40.40148274090807,41.49602815932869,72253405
2007-10-23,44.76356506347656,45.16597025685034,42.81592130772198,42.81592130772198,74594921
2007-10-24,44.071434020996094,46.19613455714893,43.572448904585436,45.71324390375501,63055170
2007-10-25,43.974849700927734,45.005008755704154,38.84015762118802,42.57447873678274,34522489
2007-10-26,45.294742584228516,46.019071988891504,43.540254057494366,44.74746973193268,62370025
2007-10-29,46.21223068237305,47.32287092901272,45.80982542871757,46.035174117315215,43657697
2007-10-30,47.24237823486328,48.51397590318908,45.45569672915499,46.839973080385114,79921711
2007-10-31,48.224246978759766,49.28659924856109,47.32286114351216,47.48382321169034,44655368
2007-11-01,47.14579391479492,49.7855732248209,46.759487622891704,49.41536139102304,50632492
2007-11-02,47.998897552490234,48.28863276357732,45.06938708623845,45.43960333009962,32001693
2007-11-05,48.98075866699219,50.059205156946895,47.67696358521128,47.96669873652342,38833135
2007-11-06,49.62461471557617,52.76337484710276,48.9485731985877,49.83386451773623,81880281
2007-11-07,48.90029525756836,51.25034002932942,47.80575391683548,50.542109451855744,33593141
2007-11-08,48.06328582763672,49.36708122458195,47.00093790394117,47.644786188938625,27990521
2007-11-12,49.22220993041992,50.09140679667139,45.343021683779455,46.61462369804081,35153735
2007-11-13,50.39726257324219,51.41132328632928,48.46571669445613,50.059243791005805,43830531
2007-11-14,49.737300872802734,51.99077022177177,49.47975889880905,51.282535251259546,36738579
2007-11-15,50.57431411743164,51.45960581315932,49.62463582455474,50.670889646778356,29242252
2007-11-16,50.22016906738281,51.362997793187525,49.640703109462684,50.34893782479571,18895294
2007-11-19,52.03905487060547,53.92231215880058,50.976706844636965,51.36301323300003,40716718
2007-11-20,51.2342414855957,53.27846074278146,50.606487636899615,51.82980204552199,26342171
2007-11-21,47.24237823486328,51.8458914555434,46.099544976320054,51.540066157965214,26814499
2007-11-22,45.61664962768555,48.64273927459485,43.6368175386275,46.743383833891286,34096185
2007-11-23,48.64274597167969,48.932476791318976,45.9063867277806,48.61055268808086,27664090
2007-11-26,49.029083251953125,50.44554932783863,48.64277670382682,50.44554932783863,20159123
2007-11-27,47.82184600830078,49.86606532697377,47.322865299675314,49.86606532697377,20573198
2007-11-28,47.113616943359375,49.0934542945035,46.79169273879954,48.868105604761034,16435311
2007-11-29,45.842010498046875,48.54617244419898,45.246449956207414,48.288634874613315,25530967
2007-11-30,47.61258316040039,47.902313956098375,46.03515605815607,46.67900421142924,18437721
2007-12-03,48.28864288330078,48.884203523914174,47.821851048836564,48.1920630039066,16851227
2007-12-04,47.66088104248047,49.0129641986734,47.30676360953702,48.61055901723213,14008727
2007-12-05,49.560237884521484,49.73729880296924,47.64479163743549,47.741367144678904,27725290
2007-12-06,48.64274597167969,51.39519530781554,48.01499222381532,50.63867279193095,24104710
2007-12-07,48.43349075317383,49.64070611393838,47.56429831324835,48.948570180375036,11742386
2007-12-10,48.48178482055664,49.077340929508885,47.854031061032444,48.900284415989326,8330010
2007-12-11,48.256431579589844,49.19001053370546,48.014988520781934,48.91637419378155,11685950
2007-12-12,48.224246978759766,48.65884543611596,47.32286114351216,47.64478527986853,16342131
2007-12-13,47.41943359375,48.9324786840443,47.242377076670465,48.28863045266379,14620172
2007-12-14,46.95264434814453,47.693072472987815,46.71120124868215,47.258474020680424,10991851
2007-12-17,44.11971664428711,47.4838257990707,43.4597695089709,47.22628385612689,19355678
2007-12-18,43.92655944824219,45.39131254089077,42.55838185118833,43.62072976823285,21607783
2007-12-19,43.12176513671875,45.729352517833306,42.751553110733084,45.34304165900995,19526912
2007-12-20,42.68716049194336,44.0392439407628,42.49400508977249,43.68512643117898,17105204
2007-12-24,43.99094009399414,44.68307602947516,42.976875695042295,43.3309930751227,16711519
2007-12-26,45.32693862915039,45.874211514693656,44.23239722444028,44.23239722444028,20930094
2007-12-27,45.64884948730469,46.904352624787386,45.26253881436765,46.2605044141424,44565277
2007-12-28,46.00298309326172,46.196138497820776,45.06939936562239,45.5522856938317,18354518
2007-12-31,46.340999603271484,46.61463604969977,45.777632246780044,46.357098433282836,11982308
2008-01-01,47.194095611572266,47.628694139059554,46.147841999580315,46.582440527067604,16687746
2008-01-02,46.93655776977539,47.54821285118241,46.24442164169965,47.1940953725648,13437280
2008-01-03,48.868099212646484,49.0612545833923,46.0834560807201,46.64682336500943,31815218
2008-01-04,48.61056137084961,50.22018217454902,48.288637210109734,49.57633385306926,28011310
2008-01-07,48.208152770996094,49.318788427417495,47.69307327685293,48.30472826585863,15858063
2008-01-08,46.56633377075195,48.93247680341189,46.00296658994603,48.256435313169746,13282666
2008-01-09,45.82590866088867,46.823874318639156,45.71323434420508,46.61462451129842,13113527
2008-01-10,44.73136901855469,47.32286092402945,44.42553934388435,46.035164384576305,18023003
2008-01-11,45.40740966796875,45.8420081146276,43.62072813534356,45.343023095732086,11629440
2008-01-14,46.09955596923828,46.582442269761344,44.76357141106643,45.487900861851024,10264240
2008-01-15,44.69916534423828,47.033114779614976,44.328953548453434,46.83996383668341,11558334
2008-01-16,43.781673431396484,44.74744544680785,42.67103823349766,44.37723371417491,14834065
2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
2008-01-18,42.86421585083008,44.63479880191813,42.493999558865376,44.58650668287853,13254156
2008-01-21,35.572628021240234,42.49399738506381,30.985206608541354,42.49399738506381,33202389
2008-01-22,31.9992733001709,33.80204969123172,25.415921671707064,32.06365770345417,58755707
2008-01-23,35.572628021240234,36.9408056861821,32.51434853489959,32.51434853489959,28425991
2008-01-24,35.653114318847656,38.1802201930335,33.96301224817499,37.488084027842845,29911930
2008-01-25,37.48808288574219,37.66513944596316,35.97503742678064,37.34321525183316,12550722
2008-01-28,37.89048385620117,38.18021472497536,33.96300738409289,36.972999133103045,13601109
2008-01-29,37.26272201538086,38.53432391282838,36.699354859919914,37.987051215259214,7679877
2008-01-30,35.20240020751953,37.5041560128063,34.73560864503793,37.34319400731248,9016102
2008-01-31,32.90065383911133,35.66920218469349,32.51434532612463,35.57262451064989,41538563
2008-02-01,34.043487548828125,34.28493066099888,33.15819613753535,33.464023642980735,9089201
2008-02-04,35.797969818115234,36.2164716034812,34.68733206005035,34.68733206005035,12009385
2008-02-05,36.90861129760742,37.39149751790569,35.089740741092406,35.8623578202945,14593303
2008-02-06,36.5866813659668,37.021279768795374,34.542464666497665,35.894545432915734,12429218
2008-02-07,34.8643913269043,37.3271121520985,34.63904487979057,36.087703418191516,11300078
2008-02-08,33.963016510009766,35.37948231180474,33.33526248700731,35.08975136517939,13514197
