Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410475850105286,0.8452737254172048,0.7640336296269649,0.787983229909197,535796800
2000-01-04,0.7701389789581299,0.8311859925057475,0.7602772473897574,0.8133416112650513,512377600
2000-01-05,0.7814085483551025,0.8307164032557635,0.7738954811251461,0.7795302690080285,778321600
2000-01-06,0.713786780834198,0.8039495127008364,0.713786780834198,0.7973755595969272,767972800
2000-01-07,0.7475980520248413,0.7588685304373349,0.7175441284221551,0.7250571955165316,460734400
2000-01-10,0.7344494462013245,0.7682599331141596,0.711908586570413,0.7663816535407814,505064000
2000-01-11,0.6968815922737122,0.7466590351671172,0.6799763740258735,0.7208311990200872,441548800
2000-01-12,0.6550876498222351,0.7175442193116386,0.6499215409044408,0.7137868075175796,976068800
2000-01-13,0.7269353270530701,0.7419623119156469,0.6950031284252991,0.7099122913658482,1032684800
2000-01-14,0.7546416521072388,0.7682598930606663,0.7466590019553188,0.7513546755647809,390376000
2000-01-18,0.7809389233589172,0.7964362935792543,0.7546415108739105,0.7588684539756724,459177600
2000-01-19,0.8006625175476074,0.8170982024590331,0.7767129123537344,0.7936181796640565,597643200
2000-01-20,0.8527873754501343,0.9128951953590677,0.8527873754501343,0.8678143053482096,1831132800
2000-01-21,0.8363519310951233,0.8584224502837784,0.8278988977184436,0.8584224502837784,495924800
2000-01-24,0.7983145117759705,0.847151922079192,0.7898614287509246,0.8147501425330667,440876800
2000-01-25,0.843395471572876,0.8499703266133588,0.7691997557497006,0.7889224148543693,497145600
2000-01-26,0.8278987407684326,0.8579527053231903,0.8246118156751591,0.8264900442546516,367158400
2000-01-27,0.8264903426170349,0.8490312505161031,0.8039494848763084,0.8175677253977571,340144000
2000-01-28,0.7635641098022461,0.8330642022894426,0.7560510431376629,0.8128720111507285,423348800
2000-01-31,0.7795299887657166,0.7804691531807924,0.710029966192211,0.7588682713174073,701680000
2000-02-01,0.7532328963279724,0.7889225132400721,0.7513546670321917,0.781408592890098,318035200
2000-02-02,0.7424318194389343,0.7673205317791414,0.7288135327041901,0.7569900732219541,464195200
2000-02-03,0.7762431502342224,0.7832874860316428,0.7532326664941932,0.753702248754026,475193600
2000-02-04,0.8114631772041321,0.8264901105281474,0.7785909642944001,0.7809388254445181,425320000
2000-02-07,0.8570137619972229,0.8584225090328048,0.7959667530052622,0.8114633215050175,441067200
2000-02-08,0.8631190657615662,0.8725103117367068,0.8358824862268017,0.8565442104755394,408643200
2000-02-09,0.8462126851081848,0.8800240111488891,0.8448040386911866,0.8574831605606367,299364800
2000-02-10,0.8527873754501343,0.8556047680612858,0.8264899220994483,0.8480916542204603,302982400
2000-02-11,0.817098081111908,0.857483315061259,0.8133415227953072,0.8537267567446581,212251200
2000-02-14,0.8701623678207397,0.8706319501113705,0.8161588494899508,0.8213241042118979,367539200
2000-02-15,0.8941121697425842,0.9011565075954543,0.8654669413178775,0.8659365237147286,485744000
2000-02-16,0.8574832677841187,0.8875380399432566,0.8424563331295367,0.8847198439069993,378246400
2000-02-17,0.8631190657615662,0.8678146887491365,0.8499703583562762,0.8654668772553513,289497600
2000-02-18,0.8358823657035828,0.8668753990329461,0.8330641195623101,0.8612406121336531,233441600
2000-02-22,0.855135440826416,0.8786154584071343,0.8016014541736901,0.8274293330691536,422296000
2000-02-23,0.8734493255615234,0.8941119490906201,0.8340032101604666,0.850791504000781,473099200
2000-02-24,0.8655838966369629,0.895051320127697,0.8396390432826925,0.8814330295715064,376432000
2000-02-25,0.8293079733848572,0.8790854768523276,0.8274297435911909,0.8626497874363855,249144000
2000-02-28,0.850909411907196,0.8640581191447242,0.81428073417288,0.8274294414104082,328328000
2000-02-29,0.8612406253814697,0.8809632826823308,0.8457433059451092,0.8532571243541538,368961600
2000-03-01,0.9791086912155151,0.9922573982602323,0.8903555205637164,0.8908251029129315,1077003200
2000-03-02,0.916653037071228,0.9612644687145281,0.906791305052487,0.9542209333226714,311259200
2000-03-03,0.9617336988449097,0.9634950587356864,0.9016258630597691,0.9382536820619439,323366400
2000-03-06,0.9443590044975281,0.9701868337409295,0.9391928969388627,0.9467068156999633,210560000
2000-03-07,0.9232267141342163,0.957507623644947,0.9100780095501756,0.9499937055636343,273011200
2000-03-08,0.916653037071228,0.9312104927901018,0.8908252024452527,0.923226990061403,271230400
2000-03-09,0.9185313582420349,0.9391930840429569,0.8884773825936285,0.9082000439164963,276718400
2000-03-10,0.9448285698890686,0.961264251178558,0.9091389110043067,0.9143050184704996,248606400
2000-03-13,0.9114871025085449,0.950463648802262,0.8978688104910665,0.9175922761245365,303956800
2000-03-14,0.8584224581718445,0.9335581368679581,0.8565441289023584,0.9107824414671046,428579200
2000-03-15,0.8734493255615234,0.9035040962932362,0.8574832270587005,0.868753703385181,443609600
2000-03-16,0.9133650660514832,0.9166528443889517,0.8603006607487323,0.8814328675492272,378100800
2000-03-17,0.9391931295394897,0.9391931295394896,0.8988078376091944,0.9025652995036376,305043200
2000-03-20,0.9241659641265869,0.948585046507674,0.9194702413956022,0.9279233247813549,204489600
2000-03-21,1.0138590335845947,1.0274772205677154,0.9138354003494092,0.9208789338711684,524328000
2000-03-22,1.0833591222763062,1.0847686717784961,0.9885007844906426,0.9976581915298153,567996800
2000-03-23,1.061758279800415,1.1298496255110757,1.051896549020008,1.0669234849369518,562564800
2000-03-24,1.0420349836349487,1.0814811104842228,1.0180853775049954,1.0702106308867774,446913600
2000-03-27,1.0486094951629639,1.0875860305176328,1.0284164527571384,1.0340521426684461,279182400
2000-03-28,1.0453226566314697,1.0669235459483335,1.030294817005118,1.0312339817442564,202966400
2000-03-29,1.0213730335235596,1.0476704482531158,1.0055239015558726,1.0472009662091464,239836800
2000-03-30,0.9448285698890686,1.034521597179753,0.9424806584119968,1.0035277612491347,414400000
2000-03-31,1.0204335451126099,1.0312335336531853,0.9467065368924316,0.9575074282827165,404633600
2000-04-03,1.0016493797302246,1.0481398302469898,0.9725345767191784,1.0180850601609321,328563200
2000-04-04,0.9565685391426086,0.9993016319822055,0.8772067227381317,0.9964842384951565,660329600
2000-04-05,0.9795786142349243,0.9983620999806175,0.9316795318155534,0.9502281763390279,457665600
2000-04-06,0.9406026005744934,1.0105722813302327,0.9260443429696097,0.9814574715040314,259627200
2000-04-07,0.9899092316627502,0.9908482957075814,0.9429500104229347,0.9560987127500482,242435200
2000-04-10,0.9391931295394897,0.9974236569177933,0.937314900175712,0.989440153875678,212262400
2000-04-11,0.8973991274833679,0.9382538986406754,0.8870678133847434,0.9279234873921862,541822400
2000-04-12,0.8208547234535217,0.8941121870109308,0.7879834032973233,0.8941121870109308,941136000
2000-04-13,0.855135440826416,0.9016258936932375,0.8152197419841791,0.8377606451339981,529827200
2000-04-14,0.8405779004096985,0.8865979107254468,0.8189761152417097,0.8213239761705101,667620800
2000-04-17,0.930740475654602,0.9312100578369497,0.8194456362476785,0.8227334638988959,409561600
2000-04-18,0.9532815217971802,0.9532815217971802,0.8969293408963234,0.9279232761359429,390924800
2000-04-19,0.9100779891014099,0.9786389037324656,0.8997466780008699,0.9481154555315044,520150400
2000-04-20,0.8931727409362793,0.9373145766759402,0.8795544541862851,0.929331878922441,722120000
2000-04-24,0.9053824543952942,0.9053824543952942,0.8621797796803983,0.8640580085477191,443620800
2000-04-25,0.9640817642211914,0.9673695429135502,0.9171225256882064,0.9175921080418689,391641600
2000-04-26,0.9114871025085449,0.9617340286213427,0.9016261722253534,0.9514027133649281,366912000
2000-04-27,0.9523413181304932,0.9542204493175552,0.8759147896094172,0.8804934414159454,326603200
2000-04-28,0.9321494698524475,0.9579774023727604,0.9114869432661815,0.9551600085435921,249580800
2000-05-01,0.9340274930000305,0.9401326635474252,0.9157135864241268,0.9382535321996575,226195200
2000-05-02,0.8856589198112488,0.9485850559243636,0.882841526271355,0.9260442022219068,236432000
2000-05-03,0.864527702331543,0.9110173587969637,0.8386998701877699,0.8936425106545064,489798400
2000-05-04,0.8316555619239807,0.8659364795804902,0.8307163971781449,0.8649973148346545,399515200
2000-05-05,0.8499699831008911,0.8621795203915772,0.8318899666590893,0.8325942897329363,284076800
2000-05-08,0.827429473400116,0.8541964211077875,0.8264903086516044,0.8422216191392098,184900800
2000-05-09,0.7922094464302063,0.8358825135491769,0.7879833555082525,0.8288381759874768,327140800
2000-05-10,0.7461892366409302,0.7889223288186151,0.7419622937841922,0.7818779925184681,535091200
2000-05-11,0.7724865674972534,0.7832874607074829,0.7438413483569832,0.7616857244453495,499744000
2000-05-12,0.8086459040641785,0.8302468431252422,0.7871611317139746,0.7964363614227504,306913600
2000-05-15,0.7588685154914856,0.811932876925263,0.7522937104122598,0.811932876925263,678932800
2000-05-16,0.7940877079963684,0.8194459583436939,0.772017236434254,0.7852829132206931,440451200
2000-05-17,0.7616857290267944,0.7790605229750169,0.7541718111672754,0.7785909407275414,398092800
2000-05-18,0.7569901347160339,0.7884527504257741,0.7560509701246976,0.7738953481517434,373777600
2000-05-19,0.70627361536026,0.7457197333256603,0.7015770900286709,0.7457197333256603,740667200
2000-05-22,0.6757493019104004,0.7043953795810407,0.6461649122507409,0.7043953795810407,755507200
2000-05-23,0.6447560787200928,0.7015769844516911,0.6433473821559346,0.6799761010569608,517585600
2000-05-24,0.658843994140625,0.6743405113214653,0.6236239666137247,0.6475735672750171,678462400
2000-05-25,0.6556739211082458,0.6961769712330418,0.6461648050558683,0.6649491488792874,406750400
2000-05-26,0.6489824056625366,0.675279823295705,0.6405302231877037,0.6611919496541326,181148800
